,title,price,quantity_sold,location,sale_off,reviews,links
73,(da bò thật ) ví nam đứng da bò thật nhập khẩu LC0001-bảo hành 36 tháng .,83.813 ₫,543 Đã bán,Hồ Chí Minh,76% Off,(75),https://www.lazada.vn/products/da-bo-that-vi-nam-dung-da-bo-that-nhap-khau-lc0001-bao-hanh-36-thang-i1541292261.html
74,VÍ NAM DA BÒ THỜI TRANG ĐẲNG CẤP MẠNH MẼ CHÍNH HÃNG BAILINI LEATHER CÓ KHÓA KÉO BẢO HÀNH 2 NĂM,59.930 ₫,"9,999+ Đã bán",Hồ Chí Minh,70% Off,(4060),https://www.lazada.vn/products/vi-nam-da-bo-thoi-trang-dang-cap-manh-me-chinh-hang-bailini-leather-co-khoa-keo-bao-hanh-2-nam-i1123354161.html
75,[HCM]{ GIÁ DÙNG THỬ } Ví Bóp Nam [ MUA 2 FREE SHIP ] Ví Da Nam / Bóp Da Nam Giá Tận Xưởng Có 3 Ngăn Lớn 1 Khóa Kéo 7 Ngăn Nhỏ Bỏ Vừa Tất Cả Các Loại Giấy Tờ vi tien/bop tien giá rẻ,26.000 ₫,115 Đã bán,Hồ Chí Minh,,(29),https://www.lazada.vn/products/hcm-gia-dung-thu-vi-bop-nam-mua-2-free-ship-vi-da-nam-bop-da-nam-gia-tan-xuong-co-3-ngan-lon-1-khoa-keo-7-ngan-nho-bo-vua-tat-ca-cac-loai-giay-to-vi-tienbop-tien-gia-re-i1552142636.html
76,Ví cầm tay nam da cao cấp dạng hộp bảng lớn vân tròn KR09 Shalla,96.283 ₫,141 Đã bán,Hồ Chí Minh,54% Off,(36),https://www.lazada.vn/products/vi-cam-tay-nam-da-cao-cap-dang-hop-bang-lon-van-tron-kr09-shalla-i1581046694.html
77,CCHAPPY Ví Nam Ví Ngắn Gập Ba Da Thật Ví Đựng Thẻ Chống RFID Cho Nam,204.000 ₫,36 Đã bán,Nước ngoài,51% Off,(12),https://www.lazada.vn/products/cchappy-vi-nam-vi-ngan-gap-ba-da-that-vi-dung-the-chong-rfid-cho-nam-i1893027518.html
78,Ví Da Nam Playboy Túi Ví Cầm Tay Dài Có Khóa Kéo Của Nam Ví Đựng Thẻ Đa Năng Châu Âu Và Mỹ Cho Nam,61.200 ₫,1k+ Đã bán,Nước ngoài,31% Off,(311),https://www.lazada.vn/products/vi-da-nam-playboy-tui-vi-cam-tay-dai-co-khoa-keo-cua-nam-vi-dung-the-da-nang-chau-au-va-my-cho-nam-i1098720016.html
79,[Có Lớp Khóa Kéo Bên Trong] LEGILIMENS Ví Dài Dập Nổi Thời Trang Cho Nam Túi Phù Hợp Sức Chứa Lớn Dọc Ví Da Mềm Ví Nam Dài,79.000 ₫,78 Đã bán,Nước ngoài,18% Off,(26),https://www.lazada.vn/products/co-lop-khoa-keo-ben-trong-legilimens-vi-dai-dap-noi-thoi-trang-cho-nam-tui-phu-hop-suc-chua-lon-doc-vi-da-mem-vi-nam-dai-i1559067856.html
80,Ví Nam Da Bò Dáng Đứng Cao Cấp Fullbox Mẫu Mới 2023 Vina2021 - Sỉ Túi Đẹp SG,29.000 ₫,293 Đã bán,Hồ Chí Minh,"92% Off
LazFlash Sale, tới 23:59",(79),https://www.lazada.vn/products/vi-nam-da-bo-dang-dung-cao-cap-fullbox-mau-moi-2023-vina2021-si-tui-dep-sg-i2028677337.html
81,Ví Sen Mini Da Bò Thật Khâu Tay Handmade Nhỏ Gọn Tinh Tế SVS79,99.000 ₫,149 Đã bán,Ninh Bình,48% Off,(44),https://www.lazada.vn/products/vi-sen-mini-da-bo-that-khau-tay-handmade-nho-gon-tinh-te-svs79-i2110333993.html
82,Ví da nam đút túi quần cao cấp Hàng Quảng Châu loại 1,39.000 ₫,13 Đã bán,Hà Nội,,(5),https://www.lazada.vn/products/vi-da-nam-dut-tui-quan-cao-cap-hang-quang-chau-loai-1-i2579774857.html
83,Ví Da Nam Đứng Cifero Tộc Trưởng |FREESHIP| Da Bò Logo Đồng. Tặng kèm hộp lót nhung cao cấp,99.000 ₫,2k+ Đã bán,Hồ Chí Minh,45% Off,(456),https://www.lazada.vn/products/vi-da-nam-dung-cifero-toc-truong-freeship-da-bo-logo-dong-tang-kem-hop-lot-nhung-cao-cap-i2110849564.html
84,Ví Da Nam Cao Cấp Có Hộp Đựng Sang Trọng 3M1T3,71.250 ₫,242 Đã bán,Hà Nội,49% Off,(60),https://www.lazada.vn/products/vi-da-nam-cao-cap-co-hop-dung-sang-trong-3m1t3-i1571783604.html
85,Ví Nam| Da bò cao cấp được khâu viền thủ công| Dáng ngang nhỏ gọn mềm mại & sang trọng| HG02K502023,49.000 ₫,714 Đã bán,Hồ Chí Minh,48% Off,(108),https://www.lazada.vn/products/vi-nam-da-bo-cao-cap-duoc-khau-vien-thu-cong-dang-ngang-nho-gon-mem-mai-sang-trong-hg02k502023-i2492879917.html
86,Ví nam da PU giá rẻ đẹp bóp thời trang cao cấp mini nhỏ gọn dáng ngang - dáng đứng,35.000 ₫,1k+ Đã bán,Hồ Chí Minh,50% Off,(539),https://www.lazada.vn/products/vi-nam-da-pu-gia-re-dep-bop-thoi-trang-cao-cap-mini-nho-gon-dang-ngang-dang-dung-i1566649994.html
87,Xả hàng VÍ nam thời trang,59.000 ₫,703 Đã bán,Hà Nội,67% Off,(225),https://www.lazada.vn/products/xa-hang-vi-nam-thoi-trang-i1324862535.html
88,Ví/Bóp ngang nam da bò pullup cao cấp.Bảo hành 12 tháng,149.000 ₫,299 Đã bán,Hà Nội,47% Off,(93),https://www.lazada.vn/products/vibop-ngang-nam-da-bo-pullup-cao-capbao-hanh-12-thang-i1074600079.html
89,Ví da nam da bò thật dập vân cá sấu bảo hành 12 tháng sang trọng đẳng cấp là sản phẩm không thể thiếu cho phái mạnh,84.246 ₫,16 Đã bán,Nam Định,42% Off,(7),https://www.lazada.vn/products/vi-da-nam-da-bo-that-dap-van-ca-sau-bao-hanh-12-thang-sang-trong-dang-cap-la-san-pham-khong-the-thieu-cho-phai-manh-i1705298815.html
90,LouisWill Ví Da Thật Có Thể Gập Lại Cho Nam Ví Đựng Tiền Xu Ví Doanh Nhân Ví Đựng Tiền Xu Ví Cầm Tay Có Khóa Kéo Ví Nhiều Vị Trí Thẻ Ví Đựng Thẻ Tín Dụng ID,145.000 ₫,406 Đã bán,Nước ngoài,50% Off,(73),https://www.lazada.vn/products/louiswill-vi-da-that-co-the-gap-lai-cho-nam-vi-dung-tien-xu-vi-doanh-nhan-vi-dung-tien-xu-vi-cam-tay-co-khoa-keo-vi-nhieu-vi-tri-the-vi-dung-the-tin-dung-id-i1705329183.html
91,Ví ngắn cổ điển mỏng bìa đen chủ đựng thẻ PU Ví da nam,17.000 ₫,1k+ Đã bán,Nước ngoài,11% Off,(295),https://www.lazada.vn/products/vi-ngan-co-dien-mong-bia-den-chu-dung-the-pu-vi-da-nam-i2336632580.html
92,"Ví da nam caro màu xanh, nâu bụi bặm nam tính, bóp da nam cao cấp",25.000 ₫,2k+ Đã bán,Hà Nội,50% Off,(783),https://www.lazada.vn/products/vi-da-nam-caro-mau-xanh-nau-bui-bam-nam-tinh-bop-da-nam-cao-cap-i2422268726.html
93,VÍ DA NAM DÁNG NGANG PLAYBOY PLB0889,20.000 ₫,26 Đã bán,Hà Nội,,(1555),https://www.lazada.vn/products/vi-da-nam-dang-ngang-playboy-plb0889-i1946559040.html
94,"Ví Ngắn Da PU Thương Hiệu Baellerry Cho Nam, Túi Đựng Tiền Xu Có Khóa Kéo Ví Đựng Tiền Ngắn Cổ Điển Dung Tích Lớn Cho Nam Ví Đựng Thẻ Mới",97.200 ₫,526 Đã bán,Nước ngoài,46% Off,(56),https://www.lazada.vn/products/vi-ngan-da-pu-thuong-hieu-baellerry-cho-nam-tui-dung-tien-xu-co-khoa-keo-vi-dung-tien-ngan-co-dien-dung-tich-lon-cho-nam-vi-dung-the-moi-i1491351311.html
95,CarrKen Ví Da Nam 2022 Túi Khóa Kéo Nhiều Thẻ Nhỏ Có Khóa Kéo Ví Đựng Thẻ Ví Đựng Tiền Xu Nam Túi Đựng Tiền Nam,72.000 ₫,949 Đã bán,Nước ngoài,46% Off,(222),https://www.lazada.vn/products/carrken-vi-da-nam-2022-tui-khoa-keo-nhieu-the-nho-co-khoa-keo-vi-dung-the-vi-dung-tien-xu-nam-tui-dung-tien-nam-i1769605698.html
96,Ví nam thời trang cao cấp da thật LVN25,199.000 ₫,51 Đã bán,Hồ Chí Minh,43% Off,(28),https://www.lazada.vn/products/vi-nam-thoi-trang-cao-cap-da-that-lvn25-i2522917234.html
97,(da thật) ví nam da thật cao cấp .ví nam đứng da thật nhập khẩu thời trang công sở TV 025 phối sọc có dây kéo .có hộp,86.337 ₫,397 Đã bán,Hồ Chí Minh,83% Off,(96),https://www.lazada.vn/products/da-that-vi-nam-da-that-cao-cap-vi-nam-dung-da-that-nhap-khau-thoi-trang-cong-so-tv-025-phoi-soc-co-day-keo-co-hop-i1643225163.html
98,Ví Nam Jolizeon Nhỏ Gọn Phối Màu Đẹp Mắt Style Hàn Quốc V25,26.000 ₫,67 Đã bán,Hà Nội,48% Off,(9),https://www.lazada.vn/products/vi-nam-jolizeon-nho-gon-phoi-mau-dep-mat-style-han-quoc-v25-i2178597062.html
99,Baellerry Ví Da Mờ Dọc Thương Hiệu Nổi Tiếng Mới 2022 Ví Nam Có Túi Đựng Tiền Xu Ví Có Khóa Kéo Ví Gấp 3 Thời Trang Ví Đựng Tiền Xu,102.600 ₫,557 Đã bán,Nước ngoài,49% Off,(94),https://www.lazada.vn/products/baellerry-vi-da-mo-doc-thuong-hieu-noi-tieng-moi-2022-vi-nam-co-tui-dung-tien-xu-vi-co-khoa-keo-vi-gap-3-thoi-trang-vi-dung-tien-xu-i2054835368.html
100,"Ví nam da lộn, bóp nam nhỏ gọn JOLIZEON chất liệu da PU cao cấp - VNA9",33.017 ₫,2k+ Đã bán,Hà Nội,44% Off,(299),https://www.lazada.vn/products/vi-nam-da-lon-bop-nam-nho-gon-jolizeon-chat-lieu-da-pu-cao-cap-vna9-i2150973597.html
101,"[Có Video] Ví nam da PU cao cấp BNGR-646, kiểu đứng, hàng tại xưởng, đảm bảo chất lượng, nhiều ngăn để giấy tờ, tiện lợi, nhỏ gọn - Giao logo ngẫu nhiên",13.500 ₫,454 Đã bán,Hồ Chí Minh,,(118),https://www.lazada.vn/products/co-video-vi-nam-da-pu-cao-cap-bngr-646-kieu-dung-hang-tai-xuong-dam-bao-chat-luong-nhieu-ngan-de-giay-to-tien-loi-nho-gon-giao-logo-ngau-nhien-i1914725039.html
102,Ví da PU đựng tiền danh thiếp chứng minh thư thẻ tín dụng nhiều ngăn siêu mỏng mini thời trang cho nam YULANNIA,37.720 ₫,988 Đã bán,Hồ Chí Minh,46% Off,(175),https://www.lazada.vn/products/vi-da-pu-dung-tien-danh-thiep-chung-minh-thu-the-tin-dung-nhieu-ngan-sieu-mong-mini-thoi-trang-cho-nam-yulannia-i1926830823.html
103,[HCM]Ví Nam | Bóp Da Nam Tặng Kèm Hộp Cao Cấp Thời Trang Fullbox | Ví Tiền Đẹp VT18 | XALANO,60.844 ₫,320 Đã bán,Hồ Chí Minh,13% Off,(91),https://www.lazada.vn/products/hcmvi-nam-bop-da-nam-tang-kem-hop-cao-cap-thoi-trang-fullbox-vi-tien-dep-vt18-xalano-i779258477.html
104,Ví cầm tay nam da cao cấp dạng hộp bảng lớn caro Màu Trơn KR09 Shalla FR44,124.462 ₫,1k+ Đã bán,Hồ Chí Minh,47% Off,(362),https://www.lazada.vn/products/vi-cam-tay-nam-da-cao-cap-dang-hop-bang-lon-caro-mau-tron-kr09-shalla-fr44-i1236724198.html
105,(Có hộp) ví nam xịn cao cấp ví ông địa da bò VN001 - Sỉ Túi Đẹp SG,33.700 ₫,221 Đã bán,Hồ Chí Minh,83% Off,(49),https://www.lazada.vn/products/co-hop-vi-nam-xin-cao-cap-vi-ong-dia-da-bo-vn001-si-tui-dep-sg-i2137440870.html
106,Ví Gập Ba Ngắn Bằng Da Dầu Cho Nam Mới 2022 Ví Túi Đựng Danh Thiếp Ví Da Nam,64.800 ₫,5k+ Đã bán,Nước ngoài,44% Off,(1123),https://www.lazada.vn/products/vi-gap-ba-ngan-bang-da-dau-cho-nam-moi-2022-vi-tui-dung-danh-thiep-vi-da-nam-i1821129639.html
107,Ví Nam CarrKen Mới 2021 Túi Vuông Cổ Điển Ví Đựng Tiền Xu Có Khóa Kéo Túi Đựng Thẻ ID Ví Nam,73.800 ₫,2k+ Đã bán,Hồ Chí Minh,40% Off,(395),https://www.lazada.vn/products/vi-nam-carrken-moi-2021-tui-vuong-co-dien-vi-dung-tien-xu-co-khoa-keo-tui-dung-the-id-vi-nam-i1458996095.html
108,"[Da Bò Thật 100%]Ví Da Nam, Ví Nam Dáng Đứng - Bảo Hành 12 Tháng",119.000 ₫,1k+ Đã bán,Hà Nội,40% Off,(331),https://www.lazada.vn/products/da-bo-that-100vi-da-nam-vi-nam-dang-dung-bao-hanh-12-thang-i1242494728.html
109,"Ví da nam, Ví dài cầm tay nam baellerry phong cách Hàn Quốc chất liệu cao cấp, nhiều ngăn tiện dụng, kích thước 19 x 2 x 11 cm",79.000 ₫,95 Đã bán,Hà Nội,34% Off,(28),https://www.lazada.vn/products/vi-da-nam-vi-dai-cam-tay-nam-baellerry-phong-cach-han-quoc-chat-lieu-cao-cap-nhieu-ngan-tien-dung-kich-thuoc-19-x-2-x-11-cm-i159139260.html
110,"ví nam mini manhatan cao cấp ,ví nam ngang da thật nhâp khẩu thời trang công sở TV028 có hộp bảo trì trọn đời",219.000 ₫,54 Đã bán,Hồ Chí Minh,27% Off,(14),https://www.lazada.vn/products/vi-nam-mini-manhatan-cao-cap-vi-nam-ngang-da-that-nhap-khau-thoi-trang-cong-so-tv028-co-hop-bao-tri-tron-doi-i1643226193.html
111,Ví nam da mềm kiểu dáng mới hàng đẹp V20,29.000 ₫,683 Đã bán,Hà Nội,42% Off,(139),https://www.lazada.vn/products/vi-nam-da-mem-kieu-dang-moi-hang-dep-v20-i531914694.html
112,Baellerry Ví Đựng Thẻ Tín Dụng Ngắn Mới 2022 Cho Nam Ví Có Khóa Kéo Bằng Da Cổ Điển Túi Đựng Tiền Xu Cho Nam Ví Đa Năng Ví Đựng Hóa Đơn,67.500 ₫,30 Đã bán,Nước ngoài,46% Off,(6),https://www.lazada.vn/products/baellerry-vi-dung-the-tin-dung-ngan-moi-2022-cho-nam-vi-co-khoa-keo-bang-da-co-dien-tui-dung-tien-xu-cho-nam-vi-da-nang-vi-dung-hoa-don-i1957264911.html
113,Ví nam da mềm kiểu dáng mới hàng đẹp,42.385 ₫,61 Đã bán,Nước ngoài,66% Off,(14),https://www.lazada.vn/products/vi-nam-da-mem-kieu-dang-moi-hang-dep-i2024058409.html
114,"Ví nam mini, ví da nam ⚡DA THẬT⚡ Ví COSMOS dáng đứng sang trọng da Safiano cao cấp - thời trang OLUX.",129.000 ₫,2k+ Đã bán,Hồ Chí Minh,60% Off,(588),https://www.lazada.vn/products/vi-nam-mini-vi-da-nam-da-that-vi-cosmos-dang-dung-sang-trong-da-safiano-cao-cap-thoi-trang-olux-i1298304053.html
115,Ví nam da bò ngang gập đôi thiết kế đơn giản bóp da cao cấp sọc caro,47.900 ₫,391 Đã bán,Hồ Chí Minh,39% Off,(136),https://www.lazada.vn/products/vi-nam-da-bo-ngang-gap-doi-thiet-ke-don-gian-bop-da-cao-cap-soc-caro-i2422553521.html
116,"Bóp nam, Ví nam, Thắt lưng nam, CHUẨN 100% da bò BÓP DA BÒ NAM",49.000 ₫,1k+ Đã bán,Hồ Chí Minh,64% Off,(348),https://www.lazada.vn/products/bop-nam-vi-nam-that-lung-nam-chuan-100-da-bo-bop-da-bo-nam-i1409456574.html
117,Bảo hành 1 năm - Ví / bóp nam da bò thật dành cho giới văn phòng,127.000 ₫,65 Đã bán,Hà Nội,37% Off,(30),https://www.lazada.vn/products/bao-hanh-1-nam-vi-bop-nam-da-bo-that-danh-cho-gioi-van-phong-i1350172765.html
118,Ví Cho Nam Giới Ví Ngắn Carteras Thường Ngày Ngắn Túi Da PU Cho Nam Billetera Hombre Túi Đựng Tiền Xu Có Khóa Kéo Nhỏ Sang Trọng Cartera Hombr,72.000 ₫,596 Đã bán,Nước ngoài,41% Off,(150),https://www.lazada.vn/products/vi-cho-nam-gioi-vi-ngan-carteras-thuong-ngay-ngan-tui-da-pu-cho-nam-billetera-hombre-tui-dung-tien-xu-co-khoa-keo-nho-sang-trong-cartera-hombr-i1068602400.html
119,"Ví Da Nam, bóp Nam da bò Sáp kiểu dáng trẻ trung, bền bỉ - Bảo hành trọn đời",89.000 ₫,1k+ Đã bán,Hà Nội,61% Off,(445),https://www.lazada.vn/products/vi-da-nam-bop-nam-da-bo-sap-kieu-dang-tre-trung-ben-bi-bao-hanh-tron-doi-i2062912832.html
120,"Ví nam da bò thật Nappa cao cấp LIDAN, bóp dáng ngang có hộp vintage kèm thiệp đẹp làm quà tặng LD3",289.000 ₫,634 Đã bán,Hồ Chí Minh,"37% Off
LazFlash Sale, tới 23:59",(174),https://www.lazada.vn/products/vi-nam-da-bo-that-nappa-cao-cap-lidan-bop-dang-ngang-co-hop-vintage-kem-thiep-dep-lam-qua-tang-ld3-i1992118491.html
121,Ví nam da bò sáp da thật bảo hành 12 tháng kiểu dáng sang trọng lịch lãm,99.000 ₫,50 Đã bán,Nam Định,51% Off,(24),https://www.lazada.vn/products/vi-nam-da-bo-sap-da-that-bao-hanh-12-thang-kieu-dang-sang-trong-lich-lam-i2231877550.html
122,"[Da Bò Thật 100%]Ví Da Nam, Ví Nam Dáng Đứng - Bảo Hành 12 Tháng",119.000 ₫,116 Đã bán,Hà Nội,40% Off,(40),https://www.lazada.vn/products/da-bo-that-100vi-da-nam-vi-nam-dang-dung-bao-hanh-12-thang-i580624742.html
123,(Giá tại xưởng)-Bóp nam/Ví nam manly da bò nappa cao cấp-Bảo hành 12 tháng,136.000 ₫,2k+ Đã bán,Hà Nội,59% Off,(610),https://www.lazada.vn/products/gia-tai-xuong-bop-namvi-nam-manly-da-bo-nappa-cao-cap-bao-hanh-12-thang-i1301757295.html
124,[HCM]Ví sen bóp mini slim nam nữ da bò cao cấp cầm tay nhỏ gọn HEKI VS24,91.404 ₫,29 Đã bán,Hồ Chí Minh,63% Off,(10),https://www.lazada.vn/products/hcmvi-sen-bop-mini-slim-nam-nu-da-bo-cao-cap-cam-tay-nho-gon-heki-vs24-i1250425871.html
125,Ví Da Bò Họa Tiết Sang Trọng Lịch Sự Cho Nam Thiết Kế 3 Ngăn Lưu Trữ Thẻ T44,144.768 ₫,149 Đã bán,Hà Nội,59% Off,(11),https://www.lazada.vn/products/vi-da-bo-hoa-tiet-sang-trong-lich-su-cho-nam-thiet-ke-3-ngan-luu-tru-the-t44-i2446684334.html
126,"Ví nam da, ví da nam, ví nam đẹp, bóp da nam [ cao cấp ] kiểu dáng sang trọng - đường may chắc chăn, bền bỉ - ví nhiều ngăn thoải mái đựng tiền và giấy tờ",100.600 ₫,1k+ Đã bán,Quảng Ninh,49% Off,(230),https://www.lazada.vn/products/vi-nam-da-vi-da-nam-vi-nam-dep-bop-da-nam-cao-cap-kieu-dang-sang-trong-duong-may-chac-chan-ben-bi-vi-nhieu-ngan-thoai-mai-dung-tien-va-giay-to-i1959375174.html
127,Ví nam mini AD08 bóp nam nhỏ gọn ví da nam thủ công làm từ da bò nhập khẩu nguyên tấm ví nam dáng ngang mini nhiều ngăn tiện lợi bảo hành 12 tháng - Adonis Store,160.000 ₫,99 Đã bán,Hà Nội,38% Off,(29),https://www.lazada.vn/products/vi-nam-mini-ad08-bop-nam-nho-gon-vi-da-nam-thu-cong-lam-tu-da-bo-nhap-khau-nguyen-tam-vi-nam-dang-ngang-mini-nhieu-ngan-tien-loi-bao-hanh-12-thang-adonis-store-i1541986146.html
128,"Bóp Ví Da Nam Bỏ Túi Menbense Cao Cấp có dây kéo trong, Kiểu Dáng Nam Tính - Chất Liệu Da PU Cao Cấp",51.590 ₫,985 Đã bán,Nước ngoài,67% Off,(238),https://www.lazada.vn/products/bop-vi-da-nam-bo-tui-menbense-cao-cap-co-day-keo-trong-kieu-dang-nam-tinh-chat-lieu-da-pu-cao-cap-i2024201033.html
129,Ví nam da bò Nappa chất Liệu Da Bò Thật Thời Trang Sang Trọng Cao Cấp,169.320 ₫,1k+ Đã bán,Hồ Chí Minh,15% Off,(447),https://www.lazada.vn/products/vi-nam-da-bo-nappa-chat-lieu-da-bo-that-thoi-trang-sang-trong-cao-cap-i2276562519.html
130,Ví da nam thời trang JOLIZEON Ví nam ngang kiểu dáng Hàn Quốc chống thấm nước - V127,45.000 ₫,19 Đã bán,Hà Nội,65% Off,(12),https://www.lazada.vn/products/vi-da-nam-thoi-trang-jolizeon-vi-nam-ngang-kieu-dang-han-quoc-chong-tham-nuoc-v127-i1662743319.html
131,[HCM]Ví/Bóp ngang nam da bò bản đặc biệt HEKI thời trang 2021.Bảo hành 12 tháng,92.000 ₫,1k+ Đã bán,Hồ Chí Minh,63% Off,(311),https://www.lazada.vn/products/hcmvibop-ngang-nam-da-bo-ban-dac-biet-heki-thoi-trang-2021bao-hanh-12-thang-i1250465518.html
132,Ví Bóp nam đẹp kiểu ví ngang Hàn Quốc da mềm nhiều ngăn có ngăn kéo,69.000 ₫,136 Đã bán,Hồ Chí Minh,52% Off,(30),https://www.lazada.vn/products/vi-bop-nam-dep-kieu-vi-ngang-han-quoc-da-mem-nhieu-ngan-co-ngan-keo-i1614587735.html
133,Ví nam da Ví da nam Bóp nam da thời trang thiết kế sang trọng đẹp tiện ích CÓ NGĂN KHÓA KÉO,69.000 ₫,131 Đã bán,Hồ Chí Minh,40% Off,(50),https://www.lazada.vn/products/vi-nam-da-vi-da-nam-bop-nam-da-thoi-trang-thiet-ke-sang-trong-dep-tien-ich-co-ngan-khoa-keo-i1261495422.html
134,"Ví Bảo Vệ Gập Ba Ngăn Chặn RFID Bằng Da Thật Cho Nam, Ví Đựng Tiền Xu Có Khóa Kéo Cho Nam Thật Ví Nam Có Túi Ẩn Cửa Sổ ID Quà Tặng",303.659 ₫,152 Đã bán,Nước ngoài,53% Off,(44),https://www.lazada.vn/products/vi-bao-ve-gap-ba-ngan-chan-rfid-bang-da-that-cho-nam-vi-dung-tien-xu-co-khoa-keo-cho-nam-that-vi-nam-co-tui-an-cua-so-id-qua-tang-i1331888382.html
135,"Bóp ví nam da bò thật 4U dáng ngang, nhiều ngăn đựng tiền và thẻ FA162",169.000 ₫,31 Đã bán,Hồ Chí Minh,35% Off,(18),https://www.lazada.vn/products/bop-vi-nam-da-bo-that-4u-dang-ngang-nhieu-ngan-dung-tien-va-the-fa162-i106700480.html
136,"Ví Cầm Tay Nam Nữ, Ví dài nam Baellerry 1 ngăn Cao cấp đựng thẻ, tiền",86.788 ₫,177 Đã bán,Hà Nội,28% Off,(44),https://www.lazada.vn/products/vi-cam-tay-nam-nu-vi-dai-nam-baellerry-1-ngan-cao-cap-dung-the-tien-i499804267.html
137,CUIKCA Ví Nam Nữ Unisex Thương Hiệu Mới Ví Đựng Thẻ Tín Dụng Doanh Nhân Ví Da Mỏng,39.600 ₫,35 Đã bán,Hồ Chí Minh,45% Off,(17),https://www.lazada.vn/products/cuikca-vi-nam-nu-unisex-thuong-hieu-moi-vi-dung-the-tin-dung-doanh-nhan-vi-da-mong-i1990498875.html
138,Ví nam mềm dáng dài phối màu tương phản đựng được nhiều thẻ trẻ trung thời trang mới,72.000 ₫,197 Đã bán,Nước ngoài,49% Off,(75),https://www.lazada.vn/products/vi-nam-mem-dang-dai-phoi-mau-tuong-phan-dung-duoc-nhieu-the-tre-trung-thoi-trang-moi-i1955603756.html
139,Louiswill ví cho nam người đàn ông của da thật ví có thể gập Ví doanh nhân retro màu tương phản Thiết kế ví cầm tay có khoá ví đa-vị trí thẻ ID đồ chứa thẻ tín dụng túi cho nam giới,159.000 ₫,92 Đã bán,Nước ngoài,50% Off,(23),https://www.lazada.vn/products/louiswill-vi-cho-nam-nguoi-dan-ong-cua-da-that-vi-co-the-gap-vi-doanh-nhan-retro-mau-tuong-phan-thiet-ke-vi-cam-tay-co-khoa-vi-da-vi-tri-the-id-do-chua-the-tin-dung-tui-cho-nam-gioi-i2521113982.html
140,[HCM]Ví nam mini da bò handmade nhỏ gọn kiểu đứng thời trang HEKI DX20,99.000 ₫,179 Đã bán,Hồ Chí Minh,60% Off,(65),https://www.lazada.vn/products/hcmvi-nam-mini-da-bo-handmade-nho-gon-kieu-dung-thoi-trang-heki-dx20-i1250462755.html
141,Ví Da Nam Mini Cao Cấp PANDAGO MiniJoy Da Bò Thật Nhỏ Gọn Bỏ Túi Thời Trang,239.000 ₫,4k+ Đã bán,Hồ Chí Minh,35% Off,(1047),https://www.lazada.vn/products/vi-da-nam-mini-cao-cap-pandago-minijoy-da-bo-that-nho-gon-bo-tui-thoi-trang-i1854694883.html
142,[DA THẬT - BẢO HÀNH 1 NĂM] - VÍ DA BÒ CAO CẤP LOẠI XỊN - VÍ SHOP GIÁ RẺ THỜI TRANG - BÓP VÍ NAM NHIỀU NGĂN TIỆN LỢI,139.000 ₫,124 Đã bán,Bình Thuận,48% Off,(38),https://www.lazada.vn/products/da-that-bao-hanh-1-nam-vi-da-bo-cao-cap-loai-xin-vi-shop-gia-re-thoi-trang-bop-vi-nam-nhieu-ngan-tien-loi-i1930831699.html
143,"Ví nam nhỏ gọn dáng đứng, bóp nam JOLIZEON cao cấp kiểu dáng Hàn Quốc chất liệu da PU - VNA8",35.085 ₫,29 Đã bán,Hà Nội,28% Off,(28),https://www.lazada.vn/products/vi-nam-nho-gon-dang-dung-bop-nam-jolizeon-cao-cap-kieu-dang-han-quoc-chat-lieu-da-pu-vna8-i2150941822.html
144,Da Nam Ví Da Nam Túi Đựng Dài PU Ví Nam Công Sở Ví Ví Nam Chống Thấm Nước Xách Tay nam Túi Cầm Tay Giá Đỡ Túi Túi Đựng Thẻ Đồng Xu Bỏ Túi Dây Kéo Nam Ví Cho Điện Thoại,167.000 ₫,110 Đã bán,Nước ngoài,35% Off,(30),https://www.lazada.vn/products/da-nam-vi-da-nam-tui-dung-dai-pu-vi-nam-cong-so-vi-vi-nam-chong-tham-nuoc-xach-tay-nam-tui-cam-tay-gia-do-tui-tui-dung-the-dong-xu-bo-tui-day-keo-nam-vi-cho-dien-thoai-i412784115.html
145,Combo Ví da nam VD015 - Thắt lưng da nam CTL Tặng kèm bình nước 6 UOP,46.550 ₫,736 Đã bán,Hà Nội,48% Off,(127),https://www.lazada.vn/products/combo-vi-da-nam-vd015-that-lung-da-nam-ctl-tang-kem-binh-nuoc-6-uop-i791584947.html
146,[ DA THẬT 100%] Ví nam cầm tay da cá xấu cao cấp bảo hảnh 12 tháng,250.000 ₫,779 Đã bán,Vĩnh Phúc,44% Off,(99),https://www.lazada.vn/products/da-that-100-vi-nam-cam-tay-da-ca-xau-cao-cap-bao-hanh-12-thang-i1465172809.html
